note_id,timestamp,asset_id,vendor_id,free_text,category,priority,event_label,incident_id
NOTE-00185,2026-06-17T00:01:09Z,PLC06,V015,Routine inspection completed; no abnormal controller behaviour observed.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00186,2026-06-05T08:41:07Z,PLC03,V001,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00187,2026-06-29T19:58:40Z,PLC05,V007,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,LOW,NORMAL,
NOTE-00188,2026-06-10T21:37:10Z,PLC06,V004,Manifest destination changed during a period of anomalous vendor activity.,OT_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00189,2026-06-09T14:37:32Z,CRANE01,V001,Crane maintenance completed within the approved maintenance window.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00190,2026-06-15T23:45:51Z,PLC08,V013,Unexpected vendor remote session observed outside the approved maintenance window.,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,
NOTE-00191,2026-06-15T12:04:56Z,PLC07,V018,Yard controller communication was stable after scheduled maintenance.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00192,2026-06-01T10:45:19Z,PLC03,V013,Operator reported normal crane response during load testing.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00193,2026-06-29T16:25:02Z,CRANE07,V002,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00194,2026-06-08T08:55:06Z,CRANE05,V003,Operator reported normal crane response during load testing.,MAINTENANCE,LOW,NORMAL,
NOTE-00195,2026-06-01T20:08:39Z,YARD-06,V004,Unexpected vendor remote session observed outside the approved maintenance window.,SECURITY_REVIEW,HIGH,SUSPICIOUS,
NOTE-00196,2026-06-20T04:02:31Z,PLC10,V014,Operator reported normal crane response during load testing.,INSPECTION,MEDIUM,NORMAL,
NOTE-00197,2026-06-18T09:18:08Z,YARD-06,V003,Yard controller communication was stable after scheduled maintenance.,INSPECTION,LOW,NORMAL,
NOTE-00198,2026-06-12T08:57:44Z,CRANE02,V013,Routine inspection completed; no abnormal controller behaviour observed.,INSPECTION,MEDIUM,NORMAL,
NOTE-00199,2026-06-10T11:04:38Z,YARD-01,V020,Routine inspection completed; no abnormal controller behaviour observed.,MAINTENANCE,LOW,NORMAL,
NOTE-00200,2026-06-13T18:25:04Z,YARD-05,V009,Crane alarm occurred shortly after an unusual remote connection to the OT segment.,CARGO_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00201,2026-06-10T09:10:07Z,PLC08,V007,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00202,2026-06-30T09:25:09Z,YARD-07,V015,Crane alarm occurred shortly after an unusual remote connection to the OT segment.,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,
NOTE-00203,2026-06-30T11:23:39Z,PLC06,V015,Vendor session closed normally after firmware verification.,MAINTENANCE,LOW,NORMAL,
NOTE-00204,2026-06-21T03:38:30Z,CRANE08,V020,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,LOW,NORMAL,
NOTE-00205,2026-06-16T12:36:22Z,YARD-05,V002,Vendor session closed normally after firmware verification.,INSPECTION,MEDIUM,NORMAL,
NOTE-00206,2026-06-13T21:13:22Z,PLC09,V013,Vendor session closed normally after firmware verification.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00207,2026-06-29T11:25:39Z,YARD-06,V013,Crane maintenance completed within the approved maintenance window.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00208,2026-06-25T16:52:52Z,PLC08,V018,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00209,2026-06-20T13:33:43Z,YARD-04,V010,Routine inspection completed; no abnormal controller behaviour observed.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00210,2026-06-22T13:25:23Z,PLC11,V017,Vendor session closed normally after firmware verification.,INSPECTION,LOW,NORMAL,
NOTE-00211,2026-06-03T06:51:55Z,YARD-01,V004,Manifest destination changed during a period of anomalous vendor activity.,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,
NOTE-00212,2026-06-24T12:14:13Z,CRANE03,V019,Operator reported normal crane response during load testing.,MAINTENANCE,LOW,NORMAL,
NOTE-00213,2026-06-07T12:39:01Z,YARD-08,V005,Vendor session closed normally after firmware verification.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00214,2026-06-05T16:23:01Z,CRANE05,V020,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00215,2026-06-29T13:42:04Z,CRANE03,V005,Crane alarm occurred shortly after an unusual remote connection to the OT segment.,CARGO_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00216,2026-06-06T23:19:01Z,CRANE05,V013,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00217,2026-06-05T14:01:23Z,YARD-04,V018,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00218,2026-06-26T11:08:15Z,PLC08,V014,Yard controller communication was stable after scheduled maintenance.,OPERATIONS,LOW,NORMAL,
NOTE-00219,2026-06-28T05:20:34Z,CRANE06,V018,Routine inspection completed; no abnormal controller behaviour observed.,MAINTENANCE,LOW,NORMAL,
NOTE-00220,2026-06-23T07:46:10Z,CRANE01,V020,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00221,2026-06-24T14:12:03Z,CRANE05,V013,Routine inspection completed; no abnormal controller behaviour observed.,INSPECTION,MEDIUM,NORMAL,
NOTE-00222,2026-06-12T01:14:23Z,PLC09,V002,Manifest destination changed during a period of anomalous vendor activity.,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,
NOTE-00223,2026-06-02T11:37:30Z,PLC01,V017,Operator reported normal crane response during load testing.,MAINTENANCE,LOW,NORMAL,
NOTE-00224,2026-06-06T09:25:21Z,PLC05,V018,Vendor session closed normally after firmware verification.,OPERATIONS,LOW,NORMAL,
NOTE-00225,2026-06-02T14:19:44Z,CRANE03,V005,Crane maintenance completed within the approved maintenance window.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00226,2026-06-14T12:44:18Z,YARD-03,V015,Vendor session closed normally after firmware verification.,INSPECTION,LOW,NORMAL,
NOTE-00227,2026-06-26T09:06:40Z,PLC08,V020,Repeated controller commands were observed during a vendor session; operations requested review.,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,
NOTE-00228,2026-06-23T02:58:47Z,PLC09,V020,Operator reported normal crane response during load testing.,MAINTENANCE,LOW,NORMAL,
NOTE-00229,2026-06-26T22:28:11Z,YARD-06,V006,Yard controller communication was stable after scheduled maintenance.,INSPECTION,LOW,NORMAL,
NOTE-00230,2026-06-15T13:07:37Z,CRANE06,V019,Crane maintenance completed within the approved maintenance window.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00231,2026-06-08T16:47:31Z,PLC12,V006,Unexpected vendor remote session observed outside the approved maintenance window.,SUSPICIOUS_ACCESS,CRITICAL,SUSPICIOUS,
NOTE-00232,2026-06-06T04:41:01Z,YARD-06,V011,Routine inspection completed; no abnormal controller behaviour observed.,INSPECTION,MEDIUM,NORMAL,
NOTE-00233,2026-06-20T04:33:50Z,PLC06,V017,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00234,2026-06-22T12:25:12Z,CRANE03,V011,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00235,2026-06-06T07:13:24Z,CRANE08,V003,Routine inspection completed; no abnormal controller behaviour observed.,MAINTENANCE,LOW,NORMAL,
NOTE-00236,2026-06-28T05:57:11Z,PLC04,V018,Vendor session closed normally after firmware verification.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00237,2026-06-08T08:52:21Z,YARD-01,V009,Operator reported normal crane response during load testing.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00238,2026-06-02T18:53:51Z,PLC05,V018,Routine inspection completed; no abnormal controller behaviour observed.,OPERATIONS,LOW,NORMAL,
NOTE-00239,2026-06-22T16:26:45Z,CRANE07,V015,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00240,2026-06-06T21:10:47Z,PLC01,V003,Vendor session closed normally after firmware verification.,OPERATIONS,LOW,NORMAL,
NOTE-00241,2026-06-18T21:21:23Z,CRANE03,V009,Endpoint alert reported a new remote administration tool on a vendor-associated device.,SECURITY_REVIEW,CRITICAL,SUSPICIOUS,
NOTE-00242,2026-06-06T03:46:17Z,CRANE06,V011,Operator reported normal crane response during load testing.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00243,2026-06-03T19:35:00Z,CRANE02,V013,Vendor session closed normally after firmware verification.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00244,2026-06-04T17:37:04Z,CRANE02,V013,Operator reported normal crane response during load testing.,MAINTENANCE,LOW,NORMAL,
NOTE-00245,2026-06-11T03:34:20Z,PLC08,V009,Crane alarm occurred shortly after an unusual remote connection to the OT segment.,OT_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00246,2026-06-26T03:38:45Z,YARD-01,V005,Yard controller communication was stable after scheduled maintenance.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00247,2026-06-18T13:27:24Z,CRANE03,V017,Crane maintenance completed within the approved maintenance window.,MAINTENANCE,LOW,NORMAL,
NOTE-00248,2026-06-12T01:57:56Z,PLC08,V007,Yard controller communication was stable after scheduled maintenance.,INSPECTION,MEDIUM,NORMAL,
NOTE-00249,2026-06-28T22:21:38Z,YARD-06,V004,Manifest destination changed during a period of anomalous vendor activity.,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,
NOTE-00250,2026-06-23T10:58:47Z,CRANE06,V002,Manifest destination changed during a period of anomalous vendor activity.,OT_ANOMALY,CRITICAL,SUSPICIOUS,
NOTE-00251,2026-06-10T00:19:54Z,CRANE04,V002,Operator reported normal crane response during load testing.,MAINTENANCE,LOW,NORMAL,
NOTE-00252,2026-06-16T03:00:01Z,PLC05,V017,Crane maintenance completed within the approved maintenance window.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00253,2026-06-04T02:43:20Z,YARD-06,V017,Operator reported normal crane response during load testing.,OPERATIONS,LOW,NORMAL,
NOTE-00254,2026-06-29T16:26:29Z,CRANE08,V012,Operator reported normal crane response during load testing.,OPERATIONS,LOW,NORMAL,
NOTE-00255,2026-06-21T22:13:03Z,PLC05,V015,Vendor session closed normally after firmware verification.,INSPECTION,LOW,NORMAL,
NOTE-00256,2026-06-08T15:26:09Z,YARD-03,V017,Unexpected vendor remote session observed outside the approved maintenance window.,SUSPICIOUS_ACCESS,HIGH,SUSPICIOUS,
NOTE-00257,2026-06-01T16:43:03Z,CRANE04,V009,Operator reported normal crane response during load testing.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00258,2026-06-16T06:58:34Z,PLC10,V002,Crane maintenance completed within the approved maintenance window.,INSPECTION,MEDIUM,NORMAL,
NOTE-00259,2026-06-20T11:29:59Z,CRANE04,V007,Yard controller communication was stable after scheduled maintenance.,OPERATIONS,LOW,NORMAL,
NOTE-00260,2026-06-19T22:53:26Z,PLC11,V005,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00261,2026-06-09T21:25:41Z,YARD-08,V020,Routine inspection completed; no abnormal controller behaviour observed.,OPERATIONS,LOW,NORMAL,
NOTE-00262,2026-06-22T23:27:39Z,YARD-03,V014,Operator reported normal crane response during load testing.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00263,2026-06-11T10:13:29Z,YARD-05,V001,Repeated controller commands were observed during a vendor session; operations requested review.,OT_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00264,2026-06-13T03:41:11Z,YARD-07,V016,Vendor session closed normally after firmware verification.,INSPECTION,LOW,NORMAL,
NOTE-00265,2026-06-17T01:54:38Z,PLC12,V002,Crane maintenance completed within the approved maintenance window.,INSPECTION,MEDIUM,NORMAL,
NOTE-00266,2026-06-20T20:40:46Z,YARD-03,V019,Repeated controller commands were observed during a vendor session; operations requested review.,OT_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00267,2026-06-26T21:04:40Z,PLC01,V013,Crane maintenance completed within the approved maintenance window.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00268,2026-06-05T15:51:42Z,YARD-05,V018,Routine inspection completed; no abnormal controller behaviour observed.,MAINTENANCE,LOW,NORMAL,
NOTE-00269,2026-06-06T11:26:07Z,PLC10,V009,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00270,2026-06-12T23:07:33Z,PLC06,V017,Vendor session closed normally after firmware verification.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00271,2026-06-19T11:52:13Z,YARD-05,V011,Operator reported normal crane response during load testing.,INSPECTION,LOW,NORMAL,
NOTE-00272,2026-06-16T05:05:07Z,PLC02,V013,Routine inspection completed; no abnormal controller behaviour observed.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00273,2026-06-21T22:02:53Z,CRANE07,V010,Endpoint alert reported a new remote administration tool on a vendor-associated device.,OT_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00274,2026-06-11T15:57:28Z,CRANE01,V019,Yard controller communication was stable after scheduled maintenance.,OPERATIONS,LOW,NORMAL,
NOTE-00275,2026-06-15T20:22:36Z,CRANE07,V015,Vendor session closed normally after firmware verification.,MAINTENANCE,LOW,NORMAL,
NOTE-00276,2026-06-28T01:00:20Z,CRANE02,V001,Operator reported normal crane response during load testing.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00277,2026-06-19T20:03:56Z,PLC03,V018,Yard controller communication was stable after scheduled maintenance.,INSPECTION,LOW,NORMAL,
NOTE-00278,2026-06-27T16:49:19Z,PLC10,V003,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,LOW,NORMAL,
NOTE-00279,2026-06-15T02:27:26Z,CRANE05,V019,Vendor session closed normally after firmware verification.,OPERATIONS,LOW,NORMAL,
NOTE-00280,2026-06-20T16:02:26Z,YARD-08,V015,Repeated controller commands were observed during a vendor session; operations requested review.,OT_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00281,2026-06-13T12:34:09Z,YARD-07,V001,Yard controller communication was stable after scheduled maintenance.,INSPECTION,LOW,NORMAL,
NOTE-00282,2026-06-18T05:46:50Z,YARD-01,V009,Routine inspection completed; no abnormal controller behaviour observed.,OPERATIONS,LOW,NORMAL,
NOTE-00283,2026-06-21T08:14:07Z,PLC11,V018,Operator reported normal crane response during load testing.,INSPECTION,MEDIUM,NORMAL,
NOTE-00284,2026-06-12T22:30:07Z,YARD-05,V014,Operator reported normal crane response during load testing.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00285,2026-06-30T18:53:00Z,PLC01,V002,Crane maintenance completed within the approved maintenance window.,INSPECTION,MEDIUM,NORMAL,
NOTE-00286,2026-06-06T18:29:27Z,CRANE01,V005,Crane maintenance completed within the approved maintenance window.,INSPECTION,MEDIUM,NORMAL,
NOTE-00287,2026-06-14T10:18:39Z,CRANE03,V009,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00288,2026-06-17T23:03:00Z,YARD-03,V011,Crane maintenance completed within the approved maintenance window.,OPERATIONS,LOW,NORMAL,
NOTE-00289,2026-06-03T09:13:00Z,CRANE03,V011,Vendor session closed normally after firmware verification.,INSPECTION,MEDIUM,NORMAL,
NOTE-00290,2026-06-07T17:38:50Z,PLC04,V013,Repeated controller commands were observed during a vendor session; operations requested review.,CARGO_ANOMALY,CRITICAL,SUSPICIOUS,
NOTE-00291,2026-06-07T07:31:49Z,PLC04,V003,Unexpected vendor remote session observed outside the approved maintenance window.,OT_ANOMALY,CRITICAL,SUSPICIOUS,
NOTE-00292,2026-06-24T00:36:42Z,CRANE08,V001,Crane maintenance completed within the approved maintenance window.,OPERATIONS,MEDIUM,NORMAL,
NOTE-00293,2026-06-22T07:26:53Z,PLC10,V015,Operator reported normal crane response during load testing.,INSPECTION,MEDIUM,NORMAL,
NOTE-00294,2026-06-14T01:50:43Z,PLC08,V003,Crane maintenance completed within the approved maintenance window.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00295,2026-06-30T10:26:41Z,PLC05,V015,Crane alarm occurred shortly after an unusual remote connection to the OT segment.,CARGO_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00296,2026-06-01T00:39:19Z,PLC07,V004,Repeated controller commands were observed during a vendor session; operations requested review.,OT_ANOMALY,CRITICAL,SUSPICIOUS,
NOTE-00297,2026-06-16T04:04:20Z,CRANE03,V019,Routine inspection completed; no abnormal controller behaviour observed.,MAINTENANCE,MEDIUM,NORMAL,
NOTE-00298,2026-06-22T13:13:12Z,PLC01,V004,Endpoint alert reported a new remote administration tool on a vendor-associated device.,OT_ANOMALY,HIGH,SUSPICIOUS,
NOTE-00299,2026-06-01T15:21:47Z,CRANE07,V014,Yard controller communication was stable after scheduled maintenance.,MAINTENANCE,LOW,NORMAL,
NOTE-INC-001,2026-06-05T22:53:00Z,CRANE03,V014,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-001
NOTE-INC-002,2026-06-12T01:28:00Z,PLC07,V006,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-002
NOTE-INC-003,2026-06-18T23:18:00Z,CRANE06,V019,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-003
NOTE-INC-004,2026-06-24T19:43:00Z,YARD-05,V011,"Unusual vendor access, endpoint activity and controller commands occurred in close temporal proximity; incident review initiated.",SECURITY_REVIEW,CRITICAL,INCIDENT,INC-T21-004
